ssn,hbver,hematokrit,hemoglobin,relationship_1,relationship_2,relationship_3,relationship_4,relationship_5,relationship_6,race_1,race_2,race_3,race_4,race_5,indicator
571-93-0544,1.4239098450445515,-0.4161650524909283,0.37308720725666905,0,1,0,0,0,0,0,1,0,0,0,0.0
023-29-0994,-0.05266909181760816,-1.4831741935895795,1.4787099797179613,0,1,0,0,0,0,0,0,0,1,0,0.0
221-11-1165,-1.4141741348059804,-1.909818609904807,0.2642849931208846,0,0,0,0,0,1,0,1,0,0,0,1.0
465-22-3450,-1.2642248551736155,-0.08033139206193732,0.6332301028278147,0,0,0,0,1,0,0,1,0,0,0,0.0
160-13-2931,0.8951702737553482,0.7309406172375162,-0.778154916261499,0,0,1,0,0,0,1,0,0,0,0,1.0
589-01-9451,0.6931246332411753,0.9801827581428131,-0.3542797525765372,0,0,0,0,0,1,0,0,0,1,0,1.0
521-32-4588,1.7730906689557,-0.32311615785071257,0.12012066742541687,0,0,1,0,0,0,1,0,0,0,0,0.0
173-32-3576,0.5576663319243763,0.9007068898397533,0.135809665836081,0,0,0,0,1,0,0,0,0,1,0,1.0
670-74-6091,0.9337848494542823,0.665188238381123,-0.9144499966973588,0,0,1,0,0,0,1,0,0,0,0,0.0
551-74-1273,0.09986786251396514,0.4518817034640834,1.023580549483049,0,0,0,0,1,0,1,0,0,0,0,1.0
733-74-8777,-1.2504907717075682,0.910029333333218,0.8123791627552639,0,0,0,1,0,0,0,0,0,0,1,0.0
385-08-8637,0.2538021611831102,-0.001595841771248882,-1.2365260796065012,0,0,0,0,0,1,1,0,0,0,0,0.0
425-90-6970,-0.1878556872909903,-1.6962487645461224,0.6375544758124575,0,1,0,0,0,0,1,0,0,0,0,1.0
169-57-6302,0.4049094252433706,0.29563830282916487,0.08811783273363234,0,1,0,0,0,0,1,0,0,0,0,1.0
647-68-9556,0.4351593424771139,0.34132266445450193,-1.7765406625199311,0,0,0,0,1,0,0,1,0,0,0,0.0
898-69-8571,0.43565746985671155,1.3529801891417212,-2.4972014416444783,1,0,0,0,0,0,0,0,0,0,1,0.0
871-74-6869,-0.6131141473588588,-0.11281261582766726,0.0536775116957115,0,1,0,0,0,0,1,0,0,0,0,0.0
006-09-1145,1.1308168702387396,0.20992448477762018,0.15338555088525166,0,0,0,1,0,0,0,0,0,1,0,1.0
102-35-8625,0.08405070091505536,0.006717786086519361,-1.0416014100784234,0,0,0,0,0,1,1,0,0,0,0,0.0
295-88-8494,-0.3063776577014719,0.28476107387075156,1.1102412315558337,0,0,0,0,1,0,1,0,0,0,0,0.0
015-45-0205,-0.5931178911207275,-0.11587830168395764,0.4353853988952287,0,0,0,1,0,0,0,0,0,1,0,0.0
094-49-5396,-0.028843077024648958,0.820572745432582,0.2035891084966631,0,1,0,0,0,0,0,1,0,0,0,0.0
071-61-7237,-0.3420616918035523,1.4217669073732562,-2.183662747460382,0,0,0,0,0,1,0,1,0,0,0,0.0
256-52-6967,-0.4086425618141783,1.1404322390684676,0.7483611203445576,0,1,0,0,0,0,1,0,0,0,0,1.0
324-30-9185,-0.5953368221752989,1.9208655802143553,0.4406810545101848,0,0,0,1,0,0,1,0,0,0,0,0.0
855-58-3367,0.6970773063442162,0.7640362320337497,0.35423690041231026,0,1,0,0,0,0,1,0,0,0,0,1.0
758-85-1357,-1.9519382216086718,-0.2001000272328499,0.15490124670962552,0,0,1,0,0,0,1,0,0,0,0,1.0
802-11-8677,-0.5163351136084735,-1.8846411162465997,0.07456936801779886,0,0,0,0,1,0,1,0,0,0,0,1.0
032-57-9415,-1.0036395437766061,0.6911556633642639,-0.7018380848758706,0,0,0,0,1,0,0,1,0,0,0,0.0
327-48-0581,-1.241162204416923,-0.5211694950410546,0.885392395895113,0,0,1,0,0,0,1,0,0,0,0,1.0
750-23-4949,-0.7723725867216249,-0.6759772268393869,0.2925078680220869,0,0,0,0,1,0,0,1,0,0,0,1.0
255-53-6696,-1.7329562501881814,-0.6855880579594149,1.5975034132674768,0,0,0,0,1,0,1,0,0,0,0,1.0
822-33-7011,1.3096769454480075,1.4281866667124015,-1.7578450185147945,0,0,1,0,0,0,1,0,0,0,0,0.0
591-06-6747,1.5617746838316142,-0.830640764824438,0.7605052464802566,0,1,0,0,0,0,0,1,0,0,0,1.0
741-92-4143,-0.8768305451419105,-1.000739310126846,0.2859068580440984,0,0,0,0,1,0,0,1,0,0,0,1.0
522-31-3597,-1.501540501837996,-1.2794972976812562,1.4772066569207247,0,0,1,0,0,0,1,0,0,0,0,1.0
218-11-5307,0.4173432021730662,-0.7457733017638936,1.4941577040994392,0,0,0,0,1,0,1,0,0,0,0,1.0
108-19-9921,0.1844848251780718,-0.8496116552153082,0.10061459014275755,0,0,0,0,1,0,1,0,0,0,0,1.0
144-31-4368,-1.449612339811636,1.1547450423607195,0.20040305400869277,0,1,0,0,0,0,1,0,0,0,0,0.0
435-22-5446,0.67239088971377,0.7300441078766786,-0.16307936421692185,0,1,0,0,0,0,1,0,0,0,0,1.0
681-90-8311,1.3991069830526413,-0.15844682308316693,0.3103930787497016,0,0,0,0,1,0,1,0,0,0,0,1.0
779-06-2008,0.12421141224676592,0.18274708562216016,-1.452905578191433,0,0,0,0,1,0,0,0,0,1,0,0.0
354-04-0160,-0.44199768868697104,1.5225395749683805,0.9485195803519022,0,1,0,0,0,0,1,0,0,0,0,1.0
710-84-5816,-0.6160770348894521,-0.2070965618251207,-0.242619369171933,0,0,0,0,1,0,1,0,0,0,0,1.0
021-66-3513,-0.5067865939683954,-1.233881898314445,0.1311264750644433,0,0,0,1,0,0,0,1,0,0,0,1.0
828-24-3802,1.099628920926533,1.2509160465232936,-0.540240163943317,0,1,0,0,0,0,0,1,0,0,0,1.0
305-80-7914,-1.0148635827844212,0.25597873488050554,-0.8021029102866097,0,0,1,0,0,0,0,1,0,0,0,0.0
855-63-2508,-1.096194198580534,-1.319112980556308,-0.7197789742256053,0,0,1,0,0,0,0,0,0,1,0,1.0
690-94-0183,0.3682614823158354,-0.22298295847101116,-0.06830197634177432,0,1,0,0,0,0,0,1,0,0,0,0.0
302-92-4399,1.1534266779230704,0.8866385891004561,-1.898031415985476,0,0,0,0,1,0,0,0,0,1,0,0.0
870-08-9443,1.461754587520471,-0.8864312319719438,0.3421360798715934,0,1,0,0,0,0,1,0,0,0,0,1.0
233-66-8491,-0.7955322752795378,-0.6401293909983444,0.17276789789653324,0,0,1,0,0,0,1,0,0,0,0,1.0
373-96-0884,0.07794378862492375,0.951249956043056,0.1461658895503761,1,0,0,0,0,0,0,0,0,1,0,1.0
757-38-8208,0.7356465977359136,1.2353305760964253,-1.74594835292185,0,0,0,0,1,0,1,0,0,0,0,0.0
444-70-8737,0.31294993562026063,1.5022270551843695,-0.20127489899114928,1,0,0,0,0,0,0,0,0,1,0,1.0
419-80-3580,0.6209932010007483,-0.8134503545627837,-1.213852507376578,0,0,0,0,1,0,0,0,0,1,0,1.0
193-60-2211,0.5418297627652227,1.5635156951252631,-0.9427347367342502,0,0,1,0,0,0,0,0,0,1,0,1.0
445-66-3449,-0.275726650889351,-0.7556725205104844,0.8307469215412506,0,1,0,0,0,0,1,0,0,0,0,1.0
101-87-6035,0.7580170455105681,1.9103582397334902,-0.8879779051361475,0,0,1,0,0,0,0,0,0,0,1,1.0
695-59-1102,0.644178766305653,-0.12449858399970323,1.0350255995854654,0,1,0,0,0,0,0,0,0,1,0,1.0
244-29-9015,0.6459448542878629,0.4829335276894565,-0.09796012239095539,0,0,1,0,0,0,1,0,0,0,0,1.0
715-97-5108,0.09855461760411673,0.7649390106908167,0.991540595709851,0,0,0,0,1,0,1,0,0,0,0,1.0
575-20-1153,0.27536396061426244,1.4970486164986925,-0.8176124998037761,0,1,0,0,0,0,0,0,0,0,1,1.0
863-54-9098,-1.1051734297867863,-1.3250123883083929,1.0747739492654806,0,1,0,0,0,0,0,0,0,1,0,1.0
613-26-9039,-1.016267396308742,-1.8602096688397192,0.3907558900093726,0,1,0,0,0,0,1,0,0,0,0,1.0
706-97-7078,-0.9264233307522345,0.6480229053043873,0.7196185783035692,0,0,0,0,1,0,0,0,0,1,0,0.0
346-99-3444,1.616665733388567,1.208849068822455,-0.7062552555640469,0,1,0,0,0,0,0,0,0,0,1,0.0
267-40-8156,0.33176879987025204,1.2237198394791442,-0.18992883310583447,0,0,1,0,0,0,1,0,0,0,0,1.0
822-08-0680,-0.07518186170071896,-0.1743206811365986,-0.2670622842825536,0,0,0,0,1,0,0,0,1,0,0,1.0
385-22-0473,-0.0007685236289436044,-0.595805466654838,1.4477031737107657,0,0,1,0,0,0,1,0,0,0,0,1.0
356-48-3643,1.0082387197372487,-0.15778854697905587,0.3227970384552934,0,1,0,0,0,0,0,1,0,0,0,1.0
585-13-3523,0.810572718651486,0.3898783637530109,0.9690773649412697,0,0,0,0,0,1,1,0,0,0,0,0.0
502-64-2064,1.1648383233465784,-0.3218685679010155,0.8224508068453906,0,0,1,0,0,0,0,1,0,0,0,1.0
521-51-8901,-0.7775155901863011,1.4852309931058336,-0.1603944173280306,0,0,1,0,0,0,1,0,0,0,0,0.0
805-91-7550,-1.9223158154894866,-1.7214638739817072,1.7208130017222707,0,0,1,0,0,0,0,0,0,1,0,1.0
222-87-4162,1.5105840090945282,-0.09803588461442163,-0.6224032506515307,1,0,0,0,0,0,0,0,0,0,1,1.0
513-95-7625,-0.2802097973057295,0.07302186301112006,0.4750904429802613,0,0,0,0,0,1,0,1,0,0,0,1.0
254-56-8760,0.7198229669502555,0.9368431133073591,-0.07545358602739265,0,1,0,0,0,0,1,0,0,0,0,1.0
418-08-2643,0.02388079497171735,0.23776642933342124,0.851929544001075,0,0,1,0,0,0,1,0,0,0,0,1.0
256-56-5323,0.4134358133772616,-0.3897775846604022,-0.12933811921228366,0,0,0,1,0,0,1,0,0,0,0,0.0
364-94-0451,-0.558850608916464,-1.4529436471702877,0.8059390021300661,0,0,0,0,1,0,1,0,0,0,0,1.0
588-89-9334,-0.44057446760240704,-1.1359366833188853,0.22256933212596824,0,0,1,0,0,0,0,1,0,0,0,1.0
778-11-5170,0.40565985090614126,1.0591320055625841,-0.27715248791338676,0,0,0,0,1,0,1,0,0,0,0,1.0
637-40-9039,-0.34706884234652013,-0.7979714621718196,-0.6927624694703328,0,0,1,0,0,0,0,1,0,0,0,0.0
038-85-9678,0.9159104864695018,0.7904425077529645,-1.4112950879271875,0,1,0,0,0,0,0,1,0,0,0,0.0
551-97-9624,-1.7463021824493474,0.4940176434234482,1.0243414906520203,0,1,0,0,0,0,0,1,0,0,0,0.0
358-88-3618,-0.14363879586827052,1.098634841105503,0.46375056360851574,0,1,0,0,0,0,0,1,0,0,0,0.0
248-19-2019,-2.1078714989829552,-0.15732461905806275,0.23048806949412648,0,0,1,0,0,0,1,0,0,0,0,1.0
686-15-6461,0.1464718838467037,-0.6767420809794021,0.5967977244207165,0,0,0,0,1,0,0,1,0,0,0,0.0
664-05-5856,-0.5162057298735133,-0.8255124805085979,0.7992018888535625,1,0,0,0,0,0,1,0,0,0,0,0.0
228-68-0148,-0.8531080373369196,1.3385106534437277,-1.5460064208894155,0,0,1,0,0,0,0,1,0,0,0,0.0
548-90-6041,1.0180201301002558,0.07997451252978342,-0.5049522905464601,0,0,1,0,0,0,0,1,0,0,0,0.0
332-31-0340,-1.16591262416395,-0.9618383270219719,0.7349735049815143,0,1,0,0,0,0,1,0,0,0,0,1.0
859-90-2876,1.0238812132939623,0.32022021334555645,-1.276701298722768,0,0,0,0,0,1,1,0,0,0,0,0.0
114-34-6708,1.8478679985760682,1.2836417728419782,-1.9021454475087773,0,1,0,0,0,0,1,0,0,0,0,1.0
764-58-7948,0.2980966828468062,0.09618064328338477,-1.3630155360356955,0,0,0,0,1,0,0,1,0,0,0,0.0
354-25-2836,0.3763026814436243,-2.3228398455130415,-0.37731214259345464,0,0,1,0,0,0,1,0,0,0,0,1.0
042-56-7928,-0.2962792571878117,0.08043217115454658,-0.24806350111254194,1,0,0,0,0,0,1,0,0,0,0,0.0
313-34-3381,0.8662659473651932,0.04722997832240885,-0.4555406066718647,0,1,0,0,0,0,0,1,0,0,0,0.0
681-31-4481,0.47722199471274285,0.4966005934700568,0.321436005470141,1,0,0,0,0,0,1,0,0,0,0,1.0
769-85-7693,0.997486931362039,0.6752316509409954,-0.207306749720801,0,1,0,0,0,0,1,0,0,0,0,1.0
415-94-2137,1.174458004040885,1.2993777063783576,-1.488212011128996,0,0,0,0,0,1,1,0,0,0,0,0.0
038-15-6599,0.6706248017315607,-0.22868801803997743,-0.9256723323112959,0,1,0,0,0,0,1,0,0,0,0,0.0
659-04-7154,-0.07001298148905041,-1.0052281262272633,-1.3438311574586181,0,0,1,0,0,0,1,0,0,0,0,1.0
085-36-5862,-1.5173317866899136,-2.0380758721706425,0.5966739941493394,0,0,0,1,0,0,1,0,0,0,0,1.0
677-12-2781,1.9135043673214829,1.4410888783529858,-1.7452925824835492,0,0,0,0,0,1,0,1,0,0,0,0.0
249-53-4900,0.6763241552565663,1.289277870152419,-0.16743466976940902,0,0,0,0,1,0,1,0,0,0,0,1.0
861-34-0316,1.7594212773571332,-0.527213096606421,-0.010711721529127473,0,0,1,0,0,0,1,0,0,0,0,1.0
099-95-6210,-0.7948530106709956,-1.8519153899279146,0.5042660409710704,0,0,1,0,0,0,1,0,0,0,0,1.0
455-36-1595,-0.7786282903069605,-0.351509800474721,-0.35648833792062506,0,0,0,0,1,0,0,1,0,0,0,1.0
286-92-3405,-1.6317911078226386,-0.5552744665302592,1.1086018054600826,0,0,0,0,1,0,0,1,0,0,0,1.0
500-91-2723,0.8751546099569735,0.29281085022960046,0.8532472713912448,0,0,0,0,1,0,0,0,0,0,1,1.0
623-72-9418,-0.6184512264259758,-1.347387506551954,-0.18424342713603925,0,0,0,0,1,0,1,0,0,0,0,1.0
251-19-8281,0.8707943780888073,0.47946660687446924,-1.625342270896654,0,0,0,0,1,0,1,0,0,0,0,0.0
809-54-0058,-0.14833542544733364,-0.903709412380813,2.588811788003118,0,0,0,0,0,1,1,0,0,0,0,1.0
019-35-2179,0.3778100019559134,1.0592385835984883,0.18285191501379777,0,0,0,0,1,0,1,0,0,0,0,1.0
777-74-4881,-1.2512282589968426,-0.1831917353015295,1.332343255191975,0,1,0,0,0,0,1,0,0,0,0,0.0
158-66-0548,-0.5759680770517255,0.3540869515780352,0.7462267731632961,1,0,0,0,0,0,1,0,0,0,0,1.0
293-76-2515,1.056550606371465,0.05236453193447838,0.24563265471072998,0,0,1,0,0,0,1,0,0,0,0,1.0
697-21-5453,-1.3007628219264347,-0.06991182172828718,0.6024893169040805,0,1,0,0,0,0,1,0,0,0,0,1.0
863-74-8309,-0.4819190401090053,-0.42130587539922776,-1.3892092344863076,0,0,1,0,0,0,1,0,0,0,0,1.0
874-68-3419,0.26132582537105814,-1.4047139512757196,0.12135178362562286,0,0,0,0,1,0,0,0,0,1,0,1.0
386-21-6630,1.0630909541737137,0.8660376816898818,-1.4900865247403647,0,0,0,0,1,0,1,0,0,0,0,0.0
833-61-8261,1.2286374430555558,0.23139682436411393,-0.33911042130565855,0,1,0,0,0,0,1,0,0,0,0,1.0
220-98-6501,-1.7260406895545475,-1.654056400920691,1.6468717915470905,0,0,0,0,1,0,0,0,0,0,1,1.0
524-84-0287,0.7267449967706372,1.042192367150115,0.5046990969208917,0,1,0,0,0,0,1,0,0,0,0,1.0
889-22-3890,-1.1433092856663662,-1.1040259655100526,1.1412789701308745,0,0,0,0,1,0,1,0,0,0,0,1.0
054-47-1582,-1.0553412842667849,-0.7442247855951744,-0.6637724668865901,1,0,0,0,0,0,1,0,0,0,0,0.0
167-68-9677,-2.702299192511558,-1.7255075700498206,1.5691382485541903,1,0,0,0,0,0,1,0,0,0,0,1.0
251-97-7712,0.57909227843382,0.6318543903281635,-1.131608995991969,0,0,0,1,0,0,0,1,0,0,0,0.0
622-18-7223,0.6091804659988627,0.5521089422872291,0.6886365183506493,0,0,1,0,0,0,0,0,0,1,0,1.0
035-87-2128,0.6183084885003197,1.0909549532242024,-2.2782730994691702,0,1,0,0,0,0,1,0,0,0,0,0.0
099-16-4205,-0.5623827848808827,-1.8643599429437365,-1.335584534871309,0,0,1,0,0,0,1,0,0,0,0,1.0
401-64-7541,0.7869731253947075,0.8853157675960035,-1.709806740652489,0,0,1,0,0,0,1,0,0,0,0,0.0
558-58-1428,0.7045298094779356,0.42044118287247273,0.6581246334289635,0,0,0,0,1,0,0,1,0,0,0,1.0
214-34-4140,0.9215386789402796,1.0475087303528443,-2.00079559287804,0,0,1,0,0,0,0,1,0,0,0,0.0
011-10-5459,0.3563452403259819,0.20992448477762018,-1.991373532712645,0,0,0,0,1,0,0,1,0,0,0,0.0
697-76-9822,-1.2568241055338805,1.02262589361743,0.5581196415881171,0,0,0,0,1,0,1,0,0,0,0,0.0
549-97-3552,-2.083107452111533,-0.8329729430218613,0.2582717019319388,0,1,0,0,0,0,1,0,0,0,0,1.0
299-81-4853,1.549903726148997,0.8154507304129712,-0.6754031123960728,0,0,1,0,0,0,0,0,0,1,0,1.0
404-61-8320,0.2588351884730703,0.9756563262650183,0.8705014577348347,0,1,0,0,0,0,1,0,0,0,0,1.0
191-19-1218,-1.7422007180511025,-0.9211756716765709,1.5460563664287221,0,0,0,1,0,0,1,0,0,0,0,1.0
311-60-7200,0.7899295437385524,0.09882001699606065,0.7074558926271632,0,0,1,0,0,0,0,0,0,0,1,1.0
070-75-1689,0.03045995789445439,-0.24394748506290437,0.0619859994187094,0,0,1,0,0,0,0,1,0,0,0,0.0
617-13-6112,1.6110892944117732,-0.5269811326459245,0.14138371456163634,0,0,0,0,1,0,0,1,0,0,0,1.0
563-23-1436,-1.1659708468446817,-1.0108077998716367,1.5451160163662527,0,0,0,0,0,1,1,0,0,0,0,1.0
104-68-3780,0.9335002052373693,-0.13066130219343267,0.26398185395600976,0,1,0,0,0,0,0,1,0,0,0,1.0
609-95-5098,0.6183343652473114,-1.3962002469958776,1.328637533564219,0,0,1,0,0,0,0,1,0,0,0,0.0
809-98-6237,1.161513161358096,0.6184255578042891,-0.46792600683675,0,0,1,0,0,0,0,1,0,0,0,1.0
232-89-5098,0.4093149414187729,0.3626696181164033,-1.5396838040220269,0,1,0,0,0,0,1,0,0,0,0,0.0
774-03-3834,-0.650506046762417,0.04277877799936963,-0.9821613877086831,1,0,0,0,0,0,1,0,0,0,0,0.0
564-44-1027,0.7164783974015291,0.3467205285082161,-0.9957593445330679,0,1,0,0,0,0,0,1,0,0,0,0.0
801-92-3082,-0.4922438621588457,-0.7633649469842443,-0.3978761136963914,0,1,0,0,0,0,0,1,0,0,0,1.0
787-72-0133,-1.3649306852800491,-1.1545126080472885,0.8906694919693625,0,1,0,0,0,0,0,1,0,0,0,1.0
612-62-1627,0.40114435855602276,-0.3607319352285115,1.196741064275828,0,0,0,1,0,0,0,1,0,0,0,1.0
790-31-2131,-0.9356031067476756,-1.2620310383854978,0.6909502744254079,0,1,0,0,0,0,0,0,0,1,0,1.0
173-42-9908,-1.3571676611824246,0.546861541343026,0.23782527458681113,0,0,0,0,1,0,0,1,0,0,0,0.0
850-99-7200,-0.16697962165512817,-0.3820538117054942,-0.9745210434511241,1,0,0,0,0,0,0,1,0,0,0,1.0
796-17-0838,-0.9571907829258194,0.1048949650425752,-0.41530352241990925,0,0,1,0,0,0,0,0,0,1,0,1.0
078-42-1382,0.4357739152181761,-0.4564828965436992,-0.4215952067194537,0,0,0,0,1,0,0,1,0,0,0,0.0
831-89-3499,-2.5206314902536486,0.7957463323632344,1.1199416848318287,0,1,0,0,0,0,1,0,0,0,0,0.0
267-59-4610,0.22588762036540236,-0.14586434555029337,1.3291200816225917,0,0,0,0,1,0,1,0,0,0,0,1.0
875-47-0985,1.021811073534596,0.8577308641856177,-1.368799926222593,0,0,0,1,0,0,0,0,0,0,1,0.0
702-34-9180,0.7019550731522233,-0.545607211744165,1.1836937071590736,0,1,0,0,0,0,1,0,0,0,0,1.0
456-32-3224,0.8221978472376781,-0.4662003056996309,0.7432819927045121,0,0,0,0,1,0,0,1,0,0,0,1.0
215-68-5870,-0.13755776032513173,0.537927794215799,1.0204687331579056,0,1,0,0,0,0,1,0,0,0,0,1.0
236-32-6279,-0.7636715305455376,-0.7617725457419177,0.22417163914030636,0,0,0,1,0,0,1,0,0,0,0,1.0
134-71-3934,-0.06631260666918264,-0.3055119740379025,-1.0236790802693958,0,0,0,0,0,1,1,0,0,0,0,1.0
231-81-2130,-0.9175217297869587,-0.07334739606212641,0.9687309201814128,0,1,0,0,0,0,1,0,0,0,0,0.0
756-79-6694,0.9358808659606409,1.6910833348058398,-0.7775486379317492,0,0,1,0,0,0,1,0,0,0,0,1.0
269-19-7404,1.6092908604958238,0.9814178095000508,-1.059919676755859,0,0,0,0,0,1,1,0,0,0,0,1.0
178-92-5505,1.1489500006934403,-0.2995498733235215,-0.10952890276474947,0,0,0,0,1,0,1,0,0,0,0,0.0
197-94-6282,-1.1633961105189699,1.154600848547438,0.3576704154430355,0,1,0,0,0,0,0,1,0,0,0,0.0
835-32-6906,-0.21753631609090754,-0.20177392932616206,-1.1375480490180878,0,0,1,0,0,0,0,1,0,0,0,1.0
263-47-7464,-0.001698369429955092,1.1049542917049733,0.3813523893846843,0,0,1,0,0,0,1,0,0,0,0,1.0
621-12-1788,0.753003425780852,1.1829756832827583,-0.5030654039079535,1,0,0,0,0,0,0,1,0,0,0,0.0
329-39-0119,-0.3258110946925249,-0.3322755996422068,1.5996068278808946,1,0,0,0,0,0,1,0,0,0,0,0.0
570-88-0841,0.7150939914374529,-0.024428077582298584,-0.8829977617132041,0,1,0,0,0,0,1,0,0,0,0,0.0
657-38-2789,1.1047395784574694,-0.575649679276567,0.47398305705143307,1,0,0,0,0,0,1,0,0,0,0,0.0
280-78-4612,0.5574722563219355,0.8397191761178814,-0.03954087476007951,0,0,0,0,1,0,0,1,0,0,0,1.0
556-24-0672,-1.9444598417279604,-0.4168985601497954,1.0486049968691435,0,1,0,0,0,0,1,0,0,0,0,1.0
290-94-3097,0.2197871772620191,1.0724918758279323,0.37493078830019344,0,0,1,0,0,0,1,0,0,0,0,1.0
306-56-1645,1.3116565165929015,0.6422551527731248,-0.5461544709151601,0,0,0,0,1,0,1,0,0,0,0,1.0
830-30-0862,-1.5219572552147482,-1.516251000497124,1.8122682318109335,0,0,0,0,0,1,0,0,0,1,0,1.0
454-34-6367,0.3235011792062818,0.5434698520827947,0.8450996330210375,1,0,0,0,0,0,1,0,0,0,0,1.0
279-04-2534,1.0534906810396516,1.29899527930835,-1.7153807893780444,0,1,0,0,0,0,0,1,0,0,0,0.0
338-80-2011,0.5258185255638721,0.1940443574279591,-1.0477508045658837,0,0,0,0,1,0,1,0,0,0,0,0.0
090-88-6810,-1.0208022962191043,-1.2744630528088607,0.9940152011374002,0,0,0,1,0,0,0,0,0,1,0,1.0
417-16-4059,0.057041846242069955,1.6076076555082734,-0.07406162047439598,0,1,0,0,0,0,0,0,0,0,1,1.0
693-50-8382,1.3320085781021733,0.6158237998689913,-0.7994860150469757,0,1,0,0,0,0,1,0,0,0,0,1.0
150-71-4167,0.7110507497199398,0.7669263775956103,-5.8545163526676564e-05,0,0,1,0,0,0,1,0,0,0,0,1.0
398-30-7498,0.448414706123808,0.4844883131544057,0.3582519477185096,0,0,0,0,0,1,1,0,0,0,0,1.0
578-48-7190,-0.2022043434980993,-1.0246002515768298,0.05918969528557823,0,1,0,0,0,0,1,0,0,0,0,1.0
709-42-3391,-0.007805281720086707,0.14944458405034874,1.6151349769387668,0,1,0,0,0,0,1,0,0,0,0,0.0
668-47-2422,-1.985319225228457,-0.8324588607310314,1.0253437058501782,0,0,0,0,1,0,0,0,0,1,0,1.0
207-78-0488,0.6295260583213871,0.5105560468772203,0.339599609308355,0,1,0,0,0,0,1,0,0,0,0,1.0
635-50-5115,0.045901906661978825,0.2939518621433939,-1.8098735976290234,0,0,1,0,0,0,0,1,0,0,0,0.0
728-24-6608,-0.6916436052930783,0.7217122131874958,0.4280729398568197,0,1,0,0,0,0,1,0,0,0,0,0.0
832-69-7442,-2.082958660816329,-1.7129439004056357,1.916053183442361,0,0,1,0,0,0,1,0,0,0,0,1.0
485-38-3196,-1.438465931044797,-0.8868575441155588,0.5093266090704094,0,0,0,0,0,1,1,0,0,0,0,1.0
370-18-7714,-0.501818258545916,0.9867153648140907,1.1303597736818112,0,0,0,1,0,0,0,1,0,0,0,0.0
217-61-9882,1.1135376724347767,1.0429572212901301,-0.571475870952561,0,0,1,0,0,0,0,0,0,1,0,1.0
476-13-5333,0.5961515238883498,2.2230832742600533,-0.9663115399452282,0,1,0,0,0,0,1,0,0,0,0,1.0
202-40-4506,0.841100810915394,-0.8018396179455033,0.35310476842920635,1,0,0,0,0,0,0,1,0,0,0,1.0
663-94-2658,0.8902148767063648,-0.2890550714351153,1.2673724896916607,0,0,0,0,0,1,0,1,0,0,0,1.0
550-28-9861,-0.8832867935164346,0.718602642257598,-0.5054224655776948,0,0,0,0,1,0,0,0,0,1,0,0.0
848-57-8707,-0.07100923624824576,1.1342381743935894,0.7549559438089769,0,0,0,0,0,1,1,0,0,0,0,1.0
459-61-2626,-1.414691669745822,-0.8956345588370455,0.18947148453249277,0,0,1,0,0,0,1,0,0,0,0,1.0
642-27-9736,0.8044011144938743,-0.6003256292364034,-1.5044763553015656,0,0,0,0,1,0,0,1,0,0,0,1.0
615-62-1064,0.6140647019936181,0.361321719427032,0.8278763792452931,0,0,1,0,0,0,1,0,0,0,0,1.0
894-67-5925,0.13507317679669179,1.5639420072688788,0.29585477186284787,0,0,0,1,0,0,1,0,0,0,0,0.0
180-06-7932,0.798669415035128,0.47811870818509844,0.5021873724119289,0,1,0,0,0,0,0,1,0,0,0,1.0
483-66-6958,0.02152601099543801,-0.23131485316019398,-1.2706508884524093,1,0,0,0,0,0,1,0,0,0,0,0.0
309-91-1198,0.9748189009969753,1.029566004543634,-0.34845824330822694,0,0,0,0,1,0,1,0,0,0,0,1.0
378-09-8848,0.21446303656839819,-1.01058210520737,-0.3089759137116741,0,0,1,0,0,0,0,0,0,0,1,1.0
140-55-0445,1.5759098568760381,0.0434370541034807,0.25599506493859375,0,1,0,0,0,0,0,0,0,1,0,0.0
884-54-9357,-1.7224308833491524,2.0329229810228187,-1.172823549387807,0,1,0,0,0,0,0,1,0,0,0,0.0
656-23-5196,0.8696299244741641,0.09518382518287352,0.6888468598119908,0,0,0,0,0,1,1,0,0,0,0,1.0
299-03-9057,0.2596050216960849,0.671338417982393,0.6712895343035271,0,0,1,0,0,0,1,0,0,0,0,1.0
212-19-9513,1.406132519860991,2.085591338647968,-1.3704950309404644,0,0,1,0,0,0,1,0,0,0,0,1.0
890-57-3223,0.10654406323792226,1.5834081720618889,0.6476446794432912,0,0,1,0,0,0,0,0,0,1,0,1.0
559-30-6847,0.788752151750413,0.7461436605943763,-0.12371457837817758,0,0,1,0,0,0,1,0,0,0,0,1.0
074-63-9448,-0.10798710769993013,0.9870601761067209,0.5501637851385454,0,0,1,0,0,0,0,0,0,1,0,1.0
669-28-8862,1.4285353135693857,-0.001595841771248882,-0.6703734768645786,0,0,0,0,1,0,0,0,0,1,0,1.0
596-28-6317,-1.1969711897411957,1.8306190609887854,1.4015827150548108,0,0,0,0,1,0,1,0,0,0,0,0.0
299-90-9053,-2.557285902367932,-1.1524500095877392,1.8713494363936785,0,0,1,0,0,0,0,0,0,0,1,1.0
714-98-5326,-0.35908859132434207,-0.039129577240788124,0.1623003169379988,0,0,1,0,0,0,0,0,0,0,1,0.0
521-05-7299,1.4425152261318581,-0.8668208733656514,0.5632482613367139,0,1,0,0,0,0,1,0,0,0,0,1.0
