	leukocyty	ssn	name	smoker	hemoglobin	trombocyty	indicator	alt	relationship	weight	ast	alp	hematokrit	hbver	etytr	er-cv	erytrocyty
2448	5.19232	292-72-4961	Mark Williams	N	5.77151	5.85346	0.00000	9.11418	single	32.92980	52.36450	85.31928	6.83934	6.05776	6.39700	54.57202	2.94064
2449	5.14480	559-39-9995	Richard Warren	N	5.32433	5.82309	1.00000	13.99343	nop	93.82105	54.94815	72.71042	4.37664	6.13110	6.66361	17.64946	3.45028
2450	6.37380	318-19-2419	Catherine Bradley	no	7.04835	5.08117	0.00000	10.04552	divoced	86.39029	31.51954	74.60102	8.46039	3.61885	6.27429	42.00019	5.73593
2451	5.72580	524-94-1503	Tracy Thomas	no	5.59909	5.25161	0.00000	14.92464	nop	45.47620	52.16825	75.79630	8.26442	2.84473	6.48512	35.52461	5.34325
2452	6.60253	705-61-7173	Jordan Garza	Y	6.19837	5.84306	0.00000	18.21457	single	85.35292	51.07028	86.49628	6.65225	6.75515	3.64110	49.60198	2.28078
2453	5.96630	621-12-1788	Daniel Mcgee	no	5.96168	5.70683	0.00000	16.52225	nop	103.77704	40.10125	81.83488	8.27848	7.13972	5.00081	32.73064	3.29337
2454	6.24781	444-70-8737	Benjamin Smith	no	8.62200	6.40114	1.00000	9.52964	single	105.67771	50.34154	17.94730	6.11595	4.19792	5.69205	47.96801	5.44680
2455	6.31449	064-73-5365	Stephanie Sheppard	no	8.76140	5.97954	1.00000	15.84086	divoced	73.08948	66.41982	19.96560	4.63830	4.85854	8.25199		5.11089
2456	5.58997	299-89-0819	Robin Shields	no	6.75800	5.92635	1.00000	9.26769	single	23.09991	53.37865	81.47394	5.62002	4.84390	7.40051	45.72802	5.21784
2457	5.01465	692-22-2203	Julie Burke	Y	5.73505	4.21842	1.00000	23.52924	widowed	114.61313	59.13415	78.79195	8.80426	7.44278	5.61399	58.44768	4.44179
2458	7.01570	537-16-9680	Michael Bolton	no	6.40797	5.95024	0.00000	13.69603	married	88.55687	28.72297	84.85619	7.00521	8.15299	5.65123	50.00603	3.80000
2459	4.96529	330-63-8379	James Gaines	no	5.50588	5.37639	0.00000	18.56545	divoced	81.17673	36.19820	70.23787	7.66166	6.40788	5.88410	47.94670	3.86740
2460	6.14482	895-97-1738	Misty Silva MD	no	5.43871	4.87644	1.00000	15.31264	single	68.33642	46.82277	64.80855	5.02892	4.95471	6.70535	69.28896	2.85393
2461	5.96270	796-61-5767	Jessica Rasmussen	no	3.87366	6.32746	0.00000	18.76919	divoced	60.64536	58.75267	21.27627	6.78542	6.99411	7.35927	48.48465	6.45925
2462	7.03688	251-02-7532	Melissa Rodriguez	yes	5.53548	6.16386	0.00000	12.33482	separated	22.34870	41.41805	81.43414	8.21251	8.01628	5.89101	42.74052	3.99003
2463	7.31130	130-71-6793	Samuel Rivera	N	8.15662	6.48671	1.00000	10.50818	single	158.31395	41.33582	38.70295	5.11275	3.39696	4.23919	69.35239	4.97465
2464	4.71392	657-32-9878	Juan Hall	yes	7.71868	5.42328	1.00000	11.98293	single	93.34229	55.79391	59.19209	4.09888	4.35662	6.53237	20.84740	5.71172
2465	6.58865	411-63-9013	Monica Johnson	no	7.86349	8.25376	1.00000	11.78801	nop	90.99551	55.73226	50.59267	7.65212	6.25788	5.70146	43.91035	4.11478
2466	4.57196	155-79-0198	Eugene Hernandez	N	6.43332	4.88190	1.00000	15.64787	widowed	50.69316	49.92001	88.05432	4.96799	4.89191	6.03936	33.71577	3.71886
2467	6.34330	165-07-5377	Jennifer Norman	yes	4.48015	6.16700	0.00000	13.51052	separated	61.02501	58.14902	47.00191	7.49113	6.88590	4.76820	25.06676	3.84259
2468	6.78979	332-64-7663	Wendy Brown	no	8.08765	4.75879	1.00000	14.06200	widowed	56.20496	74.61117	42.67030	6.81365	6.24519	7.18987	19.59894	3.85059
2469	5.33988	473-64-5106	Lisa Anderson	yes	6.94579	7.05755	1.00000	17.08751	single	35.07853	47.33175	78.78684	8.45720	6.33740	6.11232	44.54877	5.05301
2470	5.67311	673-71-0981	Brett Sims	Y	3.83093	6.67082	0.00000	18.06627	single	63.59462	46.08187	14.04356	8.15047	7.84167	5.87366	40.48937	6.41323
2471	5.96151	210-77-1594	Holly Graham	no	5.57364	6.57693	1.00000	15.48730	single	100.54198	49.41212	74.38998	5.93231	6.76932	5.59543	55.21817	4.22877
2472	6.25028	391-07-6328	Samuel Jones	Y	3.38474	7.29496	0.00000	18.01914	single	63.12701	51.56205	10.67400	8.66846	7.77006	6.92594	31.74632	5.94810
2473	7.09056	645-73-0385	Mrs. Maria Aguilar MD	no	4.62729	7.02273	0.00000	12.62577	divoced	111.97383	29.86772	45.28431	6.64927	6.28891	6.20047	54.69257	3.47668
2474	8.22831	216-64-9761	Steven Miller	no	6.67956	6.57811	1.00000	15.18049	separated	123.29990	51.48623	80.08477	4.25471	5.27025	4.82764	33.04059	4.31425
2475	5.16478	203-57-1694	Christina Edwards	no	5.14158	7.17582	0.00000	13.22414	married	99.23924	37.04206	69.24920	7.65924	7.14441	5.37688	56.19906	3.17830
2476		762-34-6907	Angela Thomas	no	10.20977	7.12880	0.00000	11.33796	separated	30.10268	76.75182	26.74199	5.44427	3.67799	8.20048	51.00781	5.82042
2477	7.52116	772-32-3965	Derek Davis	no	2.84825	6.67183	0.00000	20.21082	married	68.15780	31.14949	13.08962	9.39849	7.33622	5.86948	68.83434	4.27661
2478	5.80135	267-59-4610	Dr. Renee Wood MD	no	7.86251	6.24459	1.00000	18.64435	separated	138.51249	40.71198	47.13671	4.43275	4.15944	5.22697	30.90942	5.47812
2479	6.78817	167-95-3639	Scott Hunt	no	5.92986	6.60032	1.00000	16.79280	married	-5.02082	28.64890	86.44701	7.65852	7.19238	5.87762	37.10864	6.12356
2480	6.32422	029-80-0209	Derek Matthews	Y	6.77933	7.32226	1.00000	16.19683	single	60.33168	55.65945	82.34335	6.03273	3.40991	4.78576	57.42435	4.02831
2481	6.60736	747-39-3299	Troy Smith	yes	6.24011	7.17992	1.00000	18.82943	divoced	30.25635	37.58484	87.42727	6.59203	7.96769	6.68159	72.54921	5.12453
2482	5.36325	456-09-7260	Stephanie Ho	no	6.22798	3.70352	1.00000	12.76523	married	71.44509	45.74600	83.31964	7.12827	8.57186	7.66203	21.49035	4.99547
2483	7.19182	556-53-9840	Linda Potts	yes	3.35165	5.56345	0.00000	11.34936	single	75.33995	51.76194	15.51555	8.10865	6.62795	6.65351	30.29353	3.75032
2484	7.80283	679-77-9481	Pam Robinson	no	7.88426	9.26070	1.00000	10.87757	widowed	71.84279	40.36829	42.98244	5.19539	3.61042	5.95495	60.20027	4.47323
2485	5.51657	285-25-9127	Anthony Thompson	yes	6.85635	7.07772	1.00000	12.46026	nop	72.39453	62.16163	77.26788	5.04564	4.31944	7.71993	76.90819	4.22079
2486	6.10970	350-93-0620	Chad Melton	yes	4.21300	4.93040	1.00000	21.27798	married	53.00303	56.18677	32.21505	9.13515	7.60899	6.25603	68.82176	6.28320
2487	3.98213	780-69-8341	Cristina Meyer	Y	8.09769	7.93918	1.00000	18.12426	widowed	78.51451	56.16460	38.69259	6.79059	6.06804	7.67191	35.43954	3.97278
2488	6.01937	413-23-8380	Elizabeth Lane MD	yes	6.37856	5.53387	1.00000	17.78620	divoced	29.74201	53.50532	94.37047	7.75113	7.24871	7.02592	53.34054	5.44402
2489	6.15184	762-81-0615	Elizabeth Larson	yes	8.93588	6.96393	1.00000	13.69562	widowed	80.54230	58.50838	16.22581	6.18831	6.36682	6.71327	43.19834	3.47249
2490	5.08536	389-38-8587	Patricia Jacobs	Y	7.14202	5.44331	1.00000	23.04826	married	103.94610	47.10220	72.92916	9.12940	6.76798	5.06437	36.39131	4.79099
2491	4.95416	008-91-0537	Jose Garcia	Y	5.58706	6.17777	1.00000	20.03120	single	59.65140	50.28102	78.83254	4.85381	6.14822	5.03616	51.61054	3.89428
2492	7.28757	584-92-3113	Daniel Medina	Y	3.46507	7.29086	0.00000	12.45093	married	102.52437	62.91252	16.62907	9.03100	7.46160	5.96155	51.94323	4.28757
2493	6.21231	306-63-8429	Jose Tran	no	5.36760	5.19513	0.00000	18.73409	divoced	102.43683	49.54017	71.39720	6.76294	7.44517	4.62420	67.42858	5.30394
2494	5.55699	365-66-8305	Tracey Parker	no	5.50381	6.75309	1.00000	18.68583	nop	126.27077	37.40596	84.23644	8.49065	7.75321	5.13265	68.48607	6.66388
2495	4.73795	332-79-8021	Tyler Shepard	no	3.25441	6.30788	0.00000	16.48421	divoced	70.05772	54.05242	15.57364	9.01309	8.14616	5.91784	58.98272	6.59540
2496	3.85057	530-44-4596	Paul Duffy	Y	6.27247	6.48330	1.00000	6.73344	single	118.23615	48.46138	87.61125	7.20768	7.26895	4.51278	62.01433	4.62528
2497	5.64976	845-61-8248	Xavier Jackson	no	5.00352	6.72305	0.00000	14.24905	divoced	98.92020	52.41648	59.54598	6.86893	4.17982	6.83941	41.76934	3.24872
2498	5.98307	207-68-6633	Amanda Roberts	no	5.87590	7.07142	0.00000	14.70697	married	82.78904	10.54971	83.13309	5.65613	6.04495	5.25709	41.28102	2.54963
2499	4.70358	687-75-8712	Kevin Cameron	Y	6.68141	5.88433	0.00000	16.36744	divoced	82.97332	56.28955	84.61208	9.31524	3.35733	7.02841	54.41790	6.47508
2500	6.10616	888-25-6174	Brett Paul	no	7.68380	8.05748	0.00000	15.82776	single	90.80822	37.41729	55.11858	4.61770	4.28690	4.67229	70.65982	5.04132
2501	4.67440	724-56-1372	John Hall	Y	7.27070	4.88480	0.00000	12.03840	divoced	42.97491	54.93128	68.67068	5.91789	4.05187	5.97125	36.04697	3.82340
2502	6.44230	682-65-7912	Samuel Franco	no	6.67197	4.33707	1.00000	16.88809	separated	107.56642	27.49387	80.16558	8.75111	7.17630	6.39195	53.08121	5.75015
2503	6.64329	485-42-6882	William Nelson	no	5.04648	6.03372	0.00000	17.33367	divoced	96.65128	45.88173	64.59016	8.72084	5.32843	7.00394	40.25687	3.72422
2504	5.91077	255-77-1718	Veronica Solis	Y	6.29100	6.09042	1.00000	12.64394	married	51.74370	35.94053	82.24044	4.99161	5.16034	7.58100	67.75734	4.00725
2505	6.05340	031-97-5322	Karla Middleton	no	6.81112	6.23484	0.00000	8.09931	widowed	84.60568	41.66324	79.97481	7.34035	4.98637	7.11421	66.66774	5.37786
2506	4.36055	578-19-9824	Donald Williams	no	5.76570	6.11125	0.00000	18.92260	separated	126.68977	46.65547	82.55959	6.20578	6.51957	7.27879	35.93681	3.07345
2507	8.18884	127-11-4303	Amy Hendrix	Y	6.22990	6.00193	0.00000	18.12731	widowed	22.89095	44.34929	82.53099	6.18356	6.76873	6.38378	29.44122	3.00874
2508	3.60062	800-16-6359	Alexandra Chang	yes	6.94761	6.02605	1.00000	16.37799	married	42.52904	69.97331	75.47950	9.34070	6.49685	6.38814	60.93837	3.92972
2509	6.38643	089-12-6003	Michelle Shea	no	9.43107	6.58620	1.00000	24.45517	divoced	139.12373	67.10017	8.59211	3.55643	3.89153	4.67058	48.93861	6.58323
2510	5.58286	643-44-3755	Anna Becker	yes	5.99658	7.64523	1.00000	8.26552	divoced	57.92630	48.76216	82.93876	4.33455	5.60450	5.35452	50.94358	3.74027
2511	6.58876	843-88-4800	Thomas Sanders	Y	8.48532	5.42315	0.00000	16.50618	single	51.20125	35.33036	24.56059	4.61100	6.18505	5.99518	41.82432	3.45503
2512	4.72550	101-58-6394	Michelle Hebert	yes	5.42680	7.07213	0.00000	16.17047	nop	55.57532	41.76850	76.42078	6.21259	4.34418	7.19142	55.21389	3.80173
2513	4.21053	543-64-0387	Samuel Clark	no	6.85873	5.74854	0.00000	15.79164	widowed	111.35948	34.33616	77.08230	6.90890	4.26862	7.78390	41.08296	4.93875
2514	5.04155	265-93-2821	Brian Smith	no	8.81791	4.94530	1.00000	14.35792	married	34.60672	55.98506	20.43921	3.68076	2.79835	5.56210	54.60286	5.23155
2515	6.77460	644-38-1813	Gail Scott	no	5.19009	6.23112	1.00000	17.80599	divoced	81.26284	54.04910	68.04223	4.55957	5.85350	4.81555	48.05719	3.03011
2516	6.47280	016-41-5723	Luis Allen	no	9.36249	6.45045	1.00000	9.30032	divoced	102.30496	55.74071	13.54925	6.79598	6.69001	5.65002	29.97426	4.84746
2517	4.87697	279-61-8666	Patricia Welch	yes	7.86427	4.71388	0.00000	8.84700	separated	55.10927	59.55297	44.86508	7.99528	5.06469	5.31372	41.30259	4.16984
2518	6.57365	214-34-4140	Heather Martin	no	8.42450	6.22998	1.00000	17.87442	single	46.31231	59.11313	27.56334	5.22429	4.67453	6.59642	42.48940	5.78374
2519	6.11661	121-10-0068	Nicole Walker	no	3.53996	5.23364	0.00000	19.02405	separated	67.04164	75.43810	15.17998	8.98825	7.68937	5.93912	71.11760	4.92782
2520	7.88384	388-38-2475	Linda Gonzalez	no	7.71178	7.12039	1.00000	16.89612	married	66.97688	41.19106	52.43703	6.51399	8.42484	4.44294	39.50902	5.22387
2521	6.59241	279-05-4582	Meredith Riddle	yes	8.34823	6.13626	0.00000	21.44832	nop	42.46842	41.81871	39.54686	9.09425	5.19721	6.09596	44.36075	7.04536
2522	7.69683	255-61-4167	Tina Lee	yes	8.82987	5.55324	0.00000	13.01201	single	52.35927	36.61410	24.61962	7.60152	5.60873	3.86995	67.55825	4.90435
2523	6.10188	089-12-6003	Michelle Shea	no	6.05778	5.42279	1.00000	17.64105	divoced	89.43975	65.50298	84.61722	8.32481	6.57924	6.73314	51.39748	4.57698
2524	6.61910	543-56-3440	Donald Watts	Y	7.39691	7.89107	1.00000	7.11526	divoced	61.29808	47.57842	58.13830	5.60463	4.83324	5.86169	67.04833	4.52905
2525	5.58490	095-31-1095	Crystal Moran	no	6.70092	6.35630	1.00000	8.20824	divoced	88.46768	56.40373	88.40824	4.41485	5.52076	5.89355	56.27117	4.45813
2526	5.36580	885-14-3832	Tammy Buck	yes	4.37925	5.74086	0.00000	15.34301	divoced	73.01514	36.14052	34.59459	7.14612	6.48456	6.80948	46.47637	3.46219
2527	4.75156	822-08-0680	Ronald Dyer	no	6.34316	6.38452	1.00000	22.06493	single	58.03347	49.10779	87.48941	6.11349	5.85952	6.44083	70.34860	4.69573
2528	5.85244	006-23-8172	Gregory Jones	no	7.16414	4.39961	1.00000	10.66416	married	96.90833	45.57005	75.59433	7.48051	7.48903	6.57436	41.09651	5.16927
2529	7.33660	575-20-1153	Tammy Sloan MD	no	4.00508	6.27658	0.00000	14.80802	divoced	90.89144	62.86712	28.02685	7.15486	7.00777	7.24464	45.10049	5.55678
2530	7.96428	819-94-3255	Whitney Bowers	Y	6.32320	5.44635	1.00000	16.86120	divoced	45.78680	51.24917	91.42000	7.75957	7.72049	4.85063	44.37112	4.34976
2531	4.86328	048-87-0721	Nathan Perez	no	5.35630	4.66020	1.00000	14.01244	single	63.08074	60.35704	72.49407	8.80463	6.84526	6.85671	36.02941	4.17153
2532	6.17407	231-80-6862	Ronald Harris	no	3.95237	6.55860	0.00000	12.31130	married	19.54318	57.66788	18.77578	9.35346	8.52234	5.51110	71.44267	5.94820
2533	5.48070	719-26-2815	Dawn Johnson	yes	7.30902	5.86036	0.00000	16.71736	divoced	102.66533	64.26680	69.29349	7.47306	3.60114	5.80381	56.91138	5.89890
2534	7.86981	220-74-3553	David Figueroa	no	6.97118	7.06480	0.00000	17.57149	single	56.53857	24.80571	73.02506	4.15204	9.15884	4.01313	51.99199	5.95637
2535	7.78943	668-65-5734	Dorothy Roberts	no	7.59852	4.67866	1.00000	15.94935	single	2.52917	40.24362	64.45282	7.90746	6.03049	6.57461	46.93806	4.89872
2536	6.67035	161-97-9650	Diana Simon	no	7.15294	4.28506	1.00000	11.63699	nop	4.87062	55.33062	68.39154	5.10921	4.11042	5.52874	49.36817	4.64554
2537	5.18992	492-94-1057	Edward Grant	no	9.47034	5.73880	1.00000	16.49162	married	76.44907	57.09878	9.30455	4.10066	4.82362	4.69162	49.13818	6.41285
2538	5.97111	620-82-7279	Natalie Ward	no	6.24852	7.19838	1.00000	9.77472	widowed	13.11472	25.01559	84.48432	5.27380	5.04408	6.86563	61.32204	4.07446
2539	6.19279	585-86-6964	Christopher Barnes	no	10.37345	6.47425	1.00000	15.78777	single	95.93310	15.20506	27.11738	5.76612	5.97931	5.13627	42.73858	2.78145
2540	7.28898	340-28-5687	Tara Caldwell	no	7.28699	6.06378	1.00000	16.41750	widowed	92.63629	45.29415	70.04231	3.61020	4.88458	4.84532	46.08631	4.76585
2541	6.17143	226-34-5177	Lori Higgins	no	8.13362	7.03155	1.00000	18.46724	single	79.54078	69.16554	40.08997	3.30342	3.43738	5.76903	42.16592	4.47915
2542	5.78792	345-87-8885	Daniel Combs	Y	7.33415	5.37014	0.00000	14.93411	divoced	21.39392	31.93051	71.44282	8.02001	5.11020	5.02991	1.98975	5.10158
2543	6.24775	737-87-4132	Dr. Phillip Brewer	no	7.17412	7.36365	1.00000	16.07652	separated	18.02986	55.91363	75.08809	7.16680	7.07233	6.19032	44.82984	4.06491
2544	5.99368	144-91-4276	Amber Zamora	Y	7.59685	6.06341	1.00000	10.47657	separated	73.56115	37.57187	58.22568	6.92889	6.80860	7.56199	59.93419	3.46194
2545	6.88197	733-98-3065	Victoria Gonzalez MD	yes	9.76790	3.81855	0.00000	19.27847	single	79.58192	49.27824	14.45585	7.46698	3.45193	5.91327	51.53620	6.60187
2546	4.65444	654-47-8277	Danielle Reed	no	4.21874	6.05617	0.00000	14.99097	separated	48.12734	37.33054	30.99675	8.04786	7.58760	5.02880	58.41555	5.26419
2547	5.59308	656-82-5509	Melissa Little	yes	7.29393	8.01181	1.00000	13.75929	divoced	57.16632	60.88394	69.26941	3.02091	3.88325	5.54162	41.54685	4.53095
2548	7.24485	705-18-5601	Pamela Powell	no	6.92745	6.87060	0.00000	18.12845	married	22.26389	54.13370	76.11748	4.25195	6.79930	6.63649	60.92451	5.31590
2549	5.12454	846-05-1528	Christopher Austin	yes	6.77786	5.24246	1.00000	13.39138	divoced	51.61945	29.88078	89.76995		7.67519	7.02641	33.62950	5.99087
2550	5.40782	617-16-6813	George Miller	yes	4.60320	5.89876	0.00000	10.19497	divoced	62.33749	54.94068	40.98575	6.50289	6.34849	4.45651	38.76766	3.94317
2551	8.35403	757-73-3760	Tamara Richard	Y	8.12374	5.73958	1.00000	14.49492	divoced	28.41616	41.64157	45.92454	5.79712	7.01862	4.90919	64.23657	4.82330
2552	5.11513	506-97-1150	Phillip Taylor	Y	4.84903	5.14092	0.00000	41.77779	divoced	16.15473	38.29859	58.15498	8.68309	9.41004	5.08946	39.09429	8.23520
2553	7.06268	869-29-5722	Kevin Jennings	yes	5.07061	6.00030	0.00000	20.86136	divoced	62.27395	42.70574	62.58041	6.11160	6.47621	5.11601	31.43995	4.24384
2554	6.18845	599-50-3224	Randy Neal	no	4.91899	6.06253	0.00000	15.46046	divoced	107.24149	61.32821	56.25042	6.53025	4.49557	5.44356	47.19250	3.78580
2555	5.72204	638-27-6063	Carol Evans MD	no	7.15470	5.57032	1.00000	17.23963	married	72.57685	42.92592	69.51399	8.79622	5.90211	6.28556	59.65796	4.50452
2556	6.75028	084-96-7854	Johnny Reed	Y	7.73718	6.36950	0.00000	18.14799	divoced	48.29797	47.97081	49.91348	7.23716	7.39514	5.66127	48.23771	4.97832
2557	6.82918	237-68-4338	Michelle Jackson	no	8.67545	7.24913	1.00000	8.26599	divoced	79.59160	46.73325	23.97358	6.27915	4.84135	6.45452	44.84033	6.33606
2558	5.77541	559-30-6847	Benjamin Gibson	no	6.57487	7.50785	1.00000	13.10941	divoced	129.03457	39.29883	86.01790	7.58170	7.19498	4.23478	44.64242	3.58590
2559	5.88071	584-70-7897	John Reilly	Y	8.62333	6.35643	1.00000	10.39029	single	92.31292	42.26174	28.97569	5.23356	4.02023	5.13930	43.24750	5.85907
2560	6.08159	798-18-4724	Christine Hall	no	8.05556	5.89924	1.00000	11.27065	single	137.24634	43.33418	44.38885	5.46541	3.78884	7.85286	56.99337	5.09194
2561	7.42035	151-82-9362	Ana Lane	Y	5.64040	5.58489	1.00000	14.61841	widowed	94.51098	62.04038	79.52324	9.34541	6.22847	4.54420		6.42575
2562	5.73797	533-33-0460	Kevin Stone	no	7.10585	4.66460	1.00000	15.23490	widowed	32.46026	29.71132	75.97544	5.49622	4.28717	6.89516	39.99541	4.28335
2563	4.92501	512-93-8108	William Kennedy	yes	6.24121	5.64174	0.00000	42.11707	married	58.31120	40.41316	87.68583	7.10635	9.21488	4.16041	34.02687	8.29774
2564	6.26946	056-85-0166	Taylor Compton	no	8.51483	5.75830	1.00000	14.22189	divoced	98.35648	44.54280	26.48889	6.63047	6.18374	3.79721	39.32396	4.52100
2565	5.72460	068-41-2329	Erika Aguilar	Y	7.68518	5.54518	1.00000	10.40366	separated	146.70898	45.05853	53.56954	4.90509	3.97489	5.82503	27.12743	4.73823
2566	4.82874	477-77-2469	John Scott	no	4.21730	6.29879	1.00000	20.62188	nop	94.65997	32.24310	33.71165	5.32065	6.38400	4.35728	33.00708	3.14219
2567	4.93907	512-70-4284	Heather Ward	Y	4.56414	5.74741	0.00000	11.09405	single	82.29193	67.76203	40.98083	5.43223	5.82948	6.25137	52.19902	4.49522
2568	5.03644	687-01-8802	Rebecca Clark	no	6.92946	5.89568	1.00000	7.00569	divoced	55.67086	43.34667	83.74191	6.90461	6.10999	5.59569	62.69741	4.68229
2569	6.48583	129-92-3582	Claire Ibarra	no	2.79260	5.06906	0.00000	26.73167	divoced	99.23233	47.28471	10.39073	9.09428	8.17275	6.23146	40.74902	7.27091
2570	5.48014	413-72-2477	Michael Underwood	no	8.59140	6.98614	1.00000	14.24197	nop	62.31465	61.13880	24.70104	4.88992	4.12123	4.44412	70.19879	5.74134
2571	5.98637	176-37-9942	Tara Hall	yes	5.78067	7.64163	1.00000	16.01181	separated	111.90910	55.99583	83.91793	5.40293	5.64996	5.41978	32.30502	3.42631
2572	4.51833	687-26-5705	Jane Gonzalez	no	5.74063	5.94045	1.00000	20.61768	single	101.93093	40.59823	78.83021	3.41532	6.03859	6.14332	50.62448	3.97963
2573	6.04503	078-32-2567	Elizabeth Mcintosh	yes	9.44295	5.05892	1.00000	18.43397	single	87.27783	53.44918	12.06181	6.94209	5.02289	6.24652	35.89441	3.66522
2574	4.10273	385-22-0473	Christopher Johnson	no	9.11494	6.24337	1.00000	14.71388	divoced	89.62491	41.04768	10.48955	5.44119		5.55681	27.49301	5.89645
2575	5.51257	883-03-8649	Melanie Mitchell	no	7.50429	5.30766	0.00000	13.05707	single	86.42328	58.98506	55.55227	6.03195	5.34150	7.45671	33.75752	4.99110
2576	6.35510	155-79-0198	Eugene Hernandez	no	5.47735	7.34083	1.00000	14.16251	widowed	74.62947	42.36738	72.68447	7.01743	8.62582	7.00781	51.22317	6.00576
2577	5.56895	813-92-6016	Mary Cooper	yes	8.72343	6.38896	1.00000	15.55037	widowed	103.70142	45.06149	24.84929	7.72872	4.93945	6.16970	30.69484	4.12498
2578	4.83218	508-34-1216	Carol Mooney	no	6.74015	5.48446	1.00000	14.78700	divoced	131.85845	60.97086	80.10008	6.53309	7.39601	5.69935	68.13493	4.09742
2579	6.55622	526-18-3760	Stacy Castro	no	4.79655	5.16736	0.00000	11.46767	married	116.74195	57.69090	50.67099	7.33574	6.90749	6.05806	30.95426	
2580	6.33093	844-42-8347	Brenda Knox	Y	8.03166	5.75133	1.00000	19.28362	married	69.16090	47.42891	44.80190	4.15289	4.10015	4.18252	37.87392	5.71338
2581	5.46161	422-93-7636	Heather Crawford	Y	7.65889	4.92959	0.00000	13.45104	married	69.66234	48.57757	60.41097	8.23932	3.92840	6.01481	59.79934	6.27520
2582	5.33395	235-38-3993	Jason Martinez	no	3.54804	6.03624	0.00000	18.16239	single	-25.45109	66.06638	20.13169	8.83795	7.56759	5.70940	57.27468	4.69799
2583	5.86365	821-65-1971	Melissa Christensen	no	7.73773	4.52250	1.00000	16.70275	nop	52.73599	63.64338	52.32748	5.44610	4.21598	4.54681	56.12068	5.15366
2584	7.66158	322-21-8389	Jeanette Quinn	yes	9.50398	6.93217	0.00000	23.89526	nop	25.48596	32.44542	10.76697	7.69646	3.44372	5.93941	9.23900	6.57238
2585	6.97866	828-24-3802	Jasmin Hernandez	no	5.90159	4.33588	1.00000	19.29606	married	60.69242	54.86110	77.63413	8.38685	7.67553	5.58904	40.97135	4.34546
2586	6.67467	458-51-0139	Melinda Thomas	no	7.92027	7.37603	1.00000	6.44650	nop	29.97150	41.55359	42.51306	8.04878	5.97089	5.13479	51.19115	3.70960
2587	6.75894	142-47-9440	Jennifer Ramos	no	8.77495	6.49010	1.00000	14.04611	divoced	12.93131	62.84282	13.02155	3.63846	2.67777	6.45770	59.11673	6.01668
2588	7.70861	694-07-9912	Timothy Johnson	yes	6.89465	7.96833	1.00000	11.96149	single	87.71599	53.22703	74.25090	6.69612	5.05093	5.97924	61.27285	4.43383
2589	4.58170	694-66-6839	Kevin Sharp	no	5.51207	6.31960	1.00000	19.06693	nop	70.59335	48.58059	77.76097	6.27907	9.43286	5.26937	36.47573	3.74368
2590	6.81156	413-53-1467	Ashley Henderson	Y	7.22633	6.06578	1.00000	11.46546	widowed	47.84383	38.86868	73.37119	3.95942	4.76269	5.99929	48.70110	4.86478
2591	5.25347	556-82-6035	Misty Mcclain	Y	5.69073	7.38078	1.00000	11.59255	nop	92.06708	41.55306	80.08040	8.51504	8.06518	6.43168	58.30499	4.19044
2592	6.52455	203-57-1694	Christina Edwards	no	8.98780	5.40107	1.00000	18.90469	nop	68.44329	39.70839	12.99270	6.37898	6.44990	6.71989	46.13351	5.82639
2593	4.67146	800-33-3010	Ann Davis	Y	7.41953	5.77845	0.00000	8.30991	divoced	100.53017	49.55318	63.61808	5.44919	4.94473	5.48780	56.56175	3.87561
2594	6.46499	555-88-8564	Terry Gardner	yes	6.89130	5.21131	1.00000	13.38225	married	63.75554	47.09510	79.69771	7.65836	7.60178	6.00567	35.54907	6.18695
2595	5.89699	068-01-4184	Renee Bryan	Y	7.21044	8.67174	1.00000	18.94401	nop	104.44027	48.99561	70.33872	5.76925	8.06622	4.34503	42.92295	4.85062
2596	4.78282	173-32-3576	Sarah Garcia	yes	6.99437	5.88741	1.00000	12.05659	single	64.98906	43.87908	78.08931	7.82824	6.83777	5.64075	60.47424	4.77392
2597	6.72512	480-13-2154	Jennifer Webb	no	6.94766	5.32262	1.00000	7.65217	single	69.18388	46.97081	80.75256	4.34290	4.78865	6.19219	77.34803	4.25917
2598	7.07746	022-19-1717	Andrew Johnson	yes	5.86139	6.42850	0.00000	18.74832	single	93.76915	51.31914	91.43237	5.93680	7.04450	6.72575	57.34241	4.94048
2599	5.72364	897-45-4509	Melissa Porter	N	6.39942	6.74643	1.00000	14.27559	divoced	26.72749	26.89293	86.76066	7.98866	7.33466	5.42371	42.86358	4.62357
2600	4.58366	171-51-0572	William Gonzalez	no	8.31637	4.78560	1.00000	8.31364	married	73.44985	27.18206	44.22178	7.27685	5.62834	6.89643	28.29724	5.05138
2601	6.17437	582-55-9006	Lori Duffy	Y	8.50185	4.24283	1.00000	8.68178	married	63.41814	68.82392	27.41848	5.46435	2.43704	5.54478	55.38213	4.90841
2602	7.77839	310-10-6450	Donald Bright	Y	2.95718	6.50255	0.00000	13.08167	single	81.25591	61.68090	15.16315	7.45868	6.02380	5.69258	64.68907	3.89442
2603	7.63443	290-94-8666	Christopher Vega	no	4.93194	6.07567	1.00000	10.85912	divoced	41.09740	54.81355	52.62771	6.84602	6.50622	6.44312	49.20813	3.20440
2604	6.04879	016-41-5276	David Mata	Y	6.77749	5.60534	1.00000	25.68656	divoced	104.87557	29.73185	81.04243	7.55596	7.51564	5.07857	39.80990	5.03971
